"","ï..Service.Center","County","Initial.Services.Sought.at.First.Visit","Attended.Group.Training.","Total.Counseling.Time..hrs","Business.Status","Impact..Capital.Investments","Impact..Created.New.Jobs","Impact..Revenue.Increase","Impact..Started.Business","Company.s.Total.employees","Company.s.Gross.Revenue...","NAICS.code","Ownership.Gender","Owner.s.Hispanic.Origin","Owner.s.Race","started","CC","Male"
"5043","Harford County","Harford","Counseling","Yes",0.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5044","Harford County","Harford","Counseling","Yes",6,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5045","Harford County","Harford","Counseling","Yes",7.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5046","Harford County","Harford","Counseling","Yes",44.75,"Started with SBDC",91000,0,80417,"Yes",1,120000,"42","Male-Owned","Non-Hispanic","White/Caucasian",1,1,1
"5047","Harford County","Harford","Counseling","Yes",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5048","Harford County","Harford","Counseling","Yes",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5049","Harford County","Harford","Training","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Woman-Owned","Hispanic","Black or African American",0,1,0
"5050","Harford County","Harford","Counseling","Yes",37.75,"Pre-venture/Nascent",250000,17,103600,"No",17,103600,"62","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5051","Harford County","Harford","Training","Yes",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5052","Harford County","Harford","Counseling","Yes",9.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5053","Harford County","Harford","Counseling","Yes",7.75,"Started with SBDC",0,2,2500,"Yes",4,2500,"42","Male-Owned","Choose not to respond","Black or African American",1,1,1
"5054","Harford County","Harford","Counseling","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5055","Harford County","Harford","Counseling","Yes",7.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5056","Harford County","Harford","Counseling","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5057","Harford County","Harford","Counseling","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5058","Harford County","Harford","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5059","Harford County","Harford","Training","Yes",9.75,"Started with SBDC",30586,1,0,"Yes",1,60000,"45","Woman-Owned","Non-Hispanic","White/Caucasian",1,1,0
"5060","Harford County","Baltimore","Counseling","Yes",20.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Choose not to respond","White/Caucasian",0,1,1
"5061","Harford County","Harford","Counseling","Yes",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5062","Harford County","Harford","Counseling","Yes",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5063","Harford County","Harford","Counseling","No",6.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5064","Harford County","Harford","Counseling","Yes",1.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Hispanic","White/Caucasian",0,1,1
"5065","Harford County","Harford","Counseling","Yes",3.699999988,"Pre-venture/Nascent",3000,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5066","Harford County","Baltimore","Counseling","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"5067","Harford County","Harford","Counseling","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5068","Harford County","Harford","Counseling","Yes",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5069","Harford County","Harford","Counseling","Yes",0.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"5070","Harford County","Harford","Counseling","Yes",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Choose not to respond","White/Caucasian",0,1,0
"5071","Harford County","Harford","Counseling","Yes",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5072","Harford County","Harford","Training","Yes",10.5,"Started with SBDC",20000,0,430770,"Yes",11,1200000,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",1,1,1
"5073","Harford County","Harford","Counseling","Yes",4.5,"Started with SBDC",3000,1,1,"Yes",1,100,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",1,1,0
"5074","Harford County","Harford","Counseling","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5075","Harford County","Harford","Counseling","Yes",8.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5076","Harford County","Harford","Training","Yes",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Native American",0,1,0
"5077","Harford County","Harford","Counseling","Yes",1.25,"Started with SBDC",17000,3,3000,"Yes",3,3000,"Undefined","Woman-Owned","Hispanic","White/Caucasian",1,1,0
"5078","Harford County","Harford","Training","Yes",7.75,"Started with SBDC",61500,6,7000,"Yes",8,7000,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,1,0
"5079","Harford County","Harford","Training","Yes",5.75,"Pre-venture/Nascent",4000,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5080","Harford County","Outside of Maryland","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,0,0
"5081","Harford County","Harford","Counseling","No",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5082","Harford County","Harford","Training","Yes",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5083","Harford County","Harford","Training","Yes",16.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5084","Harford County","Harford","Training","Yes",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,1,0
"5085","Harford County","Harford","Training","Yes",20.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5086","Harford County","Harford","Counseling","Yes",20.5,"Pre-venture/Nascent",300,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5087","Harford County","Harford","Counseling","No",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5088","Harford County","Harford","Counseling","Yes",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"5089","Harford County","Harford","Training","Yes",11,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Choose not to respond","Choose not to respond",0,1,0
"5090","Harford County","Harford","Counseling","Yes",8.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5091","Harford County","Harford","Training","Yes",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5092","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Choose not to respond","Choose not to respond",0,1,1
"5093","Harford County","Harford","Training","Yes",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Black or African American",0,1,0
"5094","Harford County","Harford","Training","Yes",3.5,"Started with SBDC",400,3,8000,"Yes",4,8000,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",1,1,0
"5095","Harford County","Harford","Counseling","Yes",12,"Pre-venture/Nascent",4000,0,0,"No",0,0,"54","Male-Owned","Choose not to respond","White/Caucasian",0,1,1
"5096","Harford County","Harford","Counseling","Yes",3.25,"Pre-venture/Nascent",1000,1,0,"No",1,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5097","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5098","Harford County","Harford","Training","Yes",28,"Started with SBDC",10800,1,6400,"Yes",1,7000,"71","Woman-Owned","Non-Hispanic","Native Hawaiian or Pacific Islander",1,1,0
"5099","Harford County","Harford","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Choose not to respond","Black or African American",0,1,0
"5100","Harford County","Harford","Training","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5101","Harford County","Harford","Counseling","Yes",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5102","Harford County","Baltimore City","Counseling","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"5103","Harford County","Harford","Counseling","No",2.25,"Started with SBDC",11000,0,6207,"Yes",1,20000,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",1,1,1
"5104","Harford County","Cecil","Counseling","No",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,0,0
"5105","Harford County","Harford","Training","Yes",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Hispanic","White/Caucasian",0,1,0
"5106","Harford County","Outside of Maryland","Counseling","No",1.75,"Started with SBDC",10800,0,572,"Yes",1,12000,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"5107","Harford County","Cecil","Training","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"5108","Harford County","Harford","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5109","Harford County","Baltimore","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5110","Harford County","Harford","Counseling","Yes",5.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5111","Harford County","Harford","Training","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5112","Harford County","Harford","Counseling","No",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5113","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Native American",0,1,0
"5114","Harford County","Harford","Training","Yes",4.75,"Started with SBDC",140000,4,60000,"Yes",4,60000,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",1,1,0
"5115","Harford County","Harford","Training","Yes",6.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5116","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5117","Harford County","Baltimore","Training","Yes",7,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Choose not to respond","White/Caucasian",0,1,0
"5118","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5119","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5120","Harford County","Harford","Training","Yes",2.25,"Started with SBDC",69000,1,20000,"Yes",1,20000,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",1,1,1
"5121","Harford County","Harford","Training","Yes",8.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Choose not to respond","Black or African American",0,1,0
"5122","Harford County","Harford","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5123","DUPLICATES","Harford","Counseling","No",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Choose not to respond","Choose not to respond",0,1,0
"5124","Harford County","Harford","Counseling","Yes",10.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"5125","Harford County","Harford","Counseling","Yes",4.25,"Pre-venture/Nascent",300,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Black or African American",0,1,0
"5126","Harford County","Cecil","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"5127","Harford County","Cecil","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Choose not to respond","Black or African American",0,0,1
"5128","Harford County","Montgomery","Counseling","No",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5129","Harford County","Harford","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5130","Harford County","Harford","Counseling","Yes",4.25,"Started with SBDC",1600,0,10000,"Yes",1,10000,"11","Woman-Owned","Non-Hispanic","White/Caucasian",1,1,0
"5131","Harford County","Harford","Training","Yes",4.25,"Started with SBDC",250,0,6000,"Yes",1,6000,"Undefined","Woman-Owned","Choose not to respond","Choose not to respond",1,1,0
"5132","Harford County","Harford","Training","Yes",0.5,"Pre-venture/Nascent",25000,1,0,"No",1,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5133","Harford County","Harford","Counseling","No",1.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"5134","Harford County","Harford","Counseling","No",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5135","Harford County","Cecil","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Asian",0,0,1
"5136","Harford County","Harford","Training","Yes",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5137","Harford County","Harford","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"5138","Harford County","Harford","Training","Yes",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"5139","Harford County","Harford","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5140","Harford County","Harford","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5141","Harford County","Harford","Counseling","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"5142","Harford County","Harford","Counseling","Yes",7,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Asian",0,1,1
"5143","Harford County","Harford","Training","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Choose not to respond","Choose not to respond",0,1,0
"5144","Harford County","Prince Georges","Counseling","No",2.25,"Started with SBDC",12500,6,35000,"Yes",6,35000,"Undefined","Male-Owned","Choose not to respond","Choose not to respond",1,1,1
"5145","Harford County","Harford","Counseling","No",3,"Pre-venture/Nascent",0,2,0,"No",2,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5146","Harford County","Harford","Counseling","No",2.25,"Started with SBDC",110000,2,4500,"Yes",2,4500,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,1,0
"5147","Harford County","Baltimore","Counseling","Yes",12,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5148","Harford County","Harford","Counseling","No",6,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5149","Harford County","Harford","Training","Yes",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Choose not to respond","Choose not to respond",0,1,0
"5150","Harford County","Harford","Training","Yes",8.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Black or African American",0,1,0
"5151","Harford County","Harford","Training","Yes",7.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Choose not to respond","White/Caucasian",0,1,0
"5152","Harford County","Harford","Counseling","Yes",7.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Black or African American",0,1,0
"5153","Harford County","Harford","Training","Yes",8.75,"Started with SBDC",2000,0,2000,"Yes",1,2000,"Undefined","Male/Female-Owned","Non-Hispanic","Asian",1,1,0
"5154","Harford County","Harford","Counseling","Yes",6.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Hispanic","Choose not to respond",0,1,0
"5155","Harford County","Harford","Counseling","Yes",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Choose not to respond","Choose not to respond",0,1,0
"5156","Harford County","Harford","Training","Yes",5.5,"Pre-venture/Nascent",1000,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5157","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5158","Harford County","Harford","Training","Yes",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5159","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5160","Harford County","Harford","Training","Yes",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5161","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5162","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5163","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5164","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5165","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5166","Harford County","Harford","Training","Yes",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5167","Harford County","Harford","Training","Yes",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5168","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5169","Harford County","Harford","Counseling","Yes",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5170","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5171","Harford County","Harford","Counseling","Yes",3.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Choose not to respond","Choose not to respond",0,1,0
"5172","Harford County","Harford","Training","Yes",3.75,"Started with SBDC",20000,0,0,"Yes",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,1,0
"5173","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Choose not to respond",0,1,0
"5174","Harford County","Baltimore","Training","Yes",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5175","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5176","Harford County","Harford","Training","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5177","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5178","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5179","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5180","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Choose not to respond","Choose not to respond",0,1,0
"5181","Harford County","Baltimore City","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"5182","Harford County","Howard","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"5183","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"5184","Harford County","Harford","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5185","Harford County","Baltimore","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5186","Harford County","Harford","Training","Yes",2,"Started with SBDC",13000,3,57000,"Yes",6,57000,"54","Male-Owned","Non-Hispanic","White/Caucasian",1,1,1
"5187","Harford County","Harford","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Male-Owned","Hispanic","White/Caucasian",0,1,1
"5188","Harford County","Harford","Training","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5189","Harford County","Harford","Training","Yes",10.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5190","Harford County","Harford","Training","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5191","Harford County","Harford","Training","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5192","Harford County","Baltimore","Counseling","No",2.25,"Started with SBDC",5000,2,10000,"Yes",2,10000,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,1,0
"5193","Harford County","Harford","Counseling","Yes",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5194","Harford County","Harford","Counseling","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5195","Harford County","Baltimore","Counseling","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5196","Harford County","Baltimore","Counseling","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5197","Harford County","Harford","Counseling","No",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Choose not to respond","Black or African American",0,1,0
"5198","Harford County","Harford","Counseling","Yes",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Choose not to respond","White/Caucasian",0,1,0
"5199","Harford County","Harford","Counseling","Yes",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"5200","Harford County","Harford","Counseling","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"55","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"5201","Harford County","Harford","Counseling","No",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
